Date,PM2.5,Site Name,CBSA_NAME,STATE,COUNTY,Month
2020-07-31,4.1,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-08-01,1.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-02,3.1,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-03,6.4,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-04,4.8,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-05,6.0,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-06,6.7,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-07,11.6,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-08,8.5,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-09,4.7,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-10,6.8,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-11,3.6,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-12,3.1,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-13,12.6,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-14,11.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-15,13.3,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-16,10.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-17,7.1,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-18,10.8,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-19,31.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-20,28.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-22,26.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-23,21.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-24,19.0,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-25,25.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-26,8.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-27,6.5,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-28,28.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-29,14.6,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-30,10.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-31,21.7,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-09-01,16.1,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-02,10.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-03,25.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-04,17.5,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-05,21.2,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-06,29.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-07,23.4,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-08,12.4,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-09,32.0,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-10,116.9,Oakland West,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-01-01,9.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-02,6.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-03,17.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-04,7.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-05,3.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-06,5.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-07,8.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-08,4.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-09,3.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-10,5.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-11,5.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-12,8.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-13,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-14,5.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-15,5.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-16,2.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-17,4.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-18,1.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-19,7.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-20,15.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-21,3.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-22,7.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-23,10.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-24,8.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-25,9.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-26,6.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-27,6.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-28,6.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-29,7.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-30,6.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-31,11.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-02-01,19.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-02,4.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-03,-0.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-04,1.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-05,7.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-06,10.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-07,12.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-08,7.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-09,0.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-10,3.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-11,5.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-12,10.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-13,7.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-14,7.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-15,12.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-16,7.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-17,5.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-18,7.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-19,9.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-20,11.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-21,14.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-22,11.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-23,8.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-24,5.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-25,7.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-26,12.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-27,14.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-28,11.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-02-29,6.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,2
2020-03-01,3.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-02,1.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-03,8.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-04,12.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-05,9.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-06,3.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-07,1.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-08,3.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-09,3.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-10,4.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-11,6.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-12,9.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-13,12.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-14,2.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-15,2.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-16,0.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-17,1.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-18,3.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-19,3.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-20,5.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-21,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-22,4.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-23,5.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-24,2.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-25,1.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-26,1.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-27,8.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-28,8.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-29,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-30,1.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-03-31,1.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,3
2020-04-01,2.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-02,2.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-03,3.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-04,1.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-05,1.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-06,3.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-07,2.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-08,5.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-09,1.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-10,3.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-11,2.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-12,9.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-13,11.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-14,7.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-15,10.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-16,3.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-17,5.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-18,4.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-19,4.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-20,3.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-21,4.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-22,5.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-23,4.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-24,7.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-25,6.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-26,3.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-27,6.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-28,3.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-29,1.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-04-30,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,4
2020-05-01,4.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-02,1.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-03,2.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-04,5.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-05,3.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-06,7.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-07,10.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-08,10.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-09,6.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-10,5.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-11,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-12,3.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-13,3.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-14,2.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-15,3.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-16,0.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-17,1.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-18,1.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-19,3.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-20,4.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-21,6.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-22,5.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-23,10.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-24,11.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-25,11.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-26,10.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-27,11.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-28,3.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-29,2.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-30,5.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-05-31,2.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,5
2020-06-04,15.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-05,6.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-06,4.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-07,3.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-08,2.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-09,6.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-10,4.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-11,3.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-12,4.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-13,1.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-14,1.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-15,3.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-16,5.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-17,7.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-18,12.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-19,5.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-20,3.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-21,4.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-22,4.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-23,2.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-24,4.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-25,3.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-26,3.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-27,4.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-28,10.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-29,11.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-06-30,12.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,6
2020-07-01,10.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-02,7.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-03,8.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-04,16.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-05,14.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-06,8.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-07,10.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-08,10.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-09,12.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-10,5.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-11,10.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-12,12.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-13,11.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-14,8.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-15,4.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-16,4.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-17,4.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-18,2.3,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-19,2.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-20,1.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-21,0.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-22,2.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-24,7.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-25,6.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-26,5.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-27,3.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-28,14.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-29,2.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-30,3.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-07-31,4.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,7
2020-08-01,2.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-02,4.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-03,6.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-04,7.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-05,6.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-06,5.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-07,11.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-08,8.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-09,4.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-10,6.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-11,3.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-12,3.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-13,12.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-14,10.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-15,12.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-16,12.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-17,6.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-18,10.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-19,35.5,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-20,27.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-21,43.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-22,29.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-23,28.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-24,23.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-25,27.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-26,10.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-27,6.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-28,30.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-29,15.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-30,13.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-08-31,20.9,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,8
2020-09-01,17.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-02,11.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-03,23.8,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-04,15.2,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-05,21.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-06,33.0,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-07,24.7,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-08,11.4,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-09,30.1,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-09-10,114.6,Laney College,"San Francisco-Oakland-Hayward, CA",California,Alameda,9
2020-01-01,11.2,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-02,10.3,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-03,23.1,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-04,9.2,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-05,4.9,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-06,8.4,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-07,11.7,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-08,7.1,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-09,6.3,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-10,9.1,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-11,8.9,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-12,7.1,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-13,6.2,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-14,7.5,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
2020-01-15,8.6,Berkeley Aquatic Park,"San Francisco-Oakland-Hayward, CA",California,Alameda,1
